Gene stable ID,Gene stable ID version,Ensemble_ID,Transcript stable ID version,Ensembl Canonical,Gene type
ENSDARG00000079723,ENSDARG00000079723.8,ENSDART00000175329,ENSDART00000175329.2,1,protein_coding
ENSDARG00000042810,ENSDARG00000042810.7,ENSDART00000174192,ENSDART00000174192.2,1,protein_coding
ENSDARG00000094548,ENSDARG00000094548.2,ENSDART00000133714,ENSDART00000133714.2,1,protein_coding
ENSDARG00000011862,ENSDARG00000011862.8,ENSDART00000027213,ENSDART00000027213.8,1,protein_coding
ENSDARG00000056259,ENSDARG00000056259.6,ENSDART00000078665,ENSDART00000078665.6,1,protein_coding
ENSDARG00000008840,ENSDARG00000008840.10,ENSDART00000013431,ENSDART00000013431.6,1,protein_coding
ENSDARG00000090543,ENSDARG00000090543.4,ENSDART00000156438,ENSDART00000156438.2,1,protein_coding
ENSDARG00000075161,ENSDARG00000075161.4,ENSDART00000112068,ENSDART00000112068.4,1,protein_coding
ENSDARG00000007186,ENSDARG00000007186.7,ENSDART00000003164,ENSDART00000003164.7,1,protein_coding
ENSDARG00000069421,ENSDARG00000069421.5,ENSDART00000101036,ENSDART00000101036.5,1,protein_coding
ENSDARG00000079231,ENSDARG00000079231.2,ENSDART00000078628,ENSDART00000078628.3,1,protein_coding
ENSDARG00000004141,ENSDARG00000004141.11,ENSDART00000127436,ENSDART00000127436.3,1,protein_coding
ENSDARG00000076547,ENSDARG00000076547.5,ENSDART00000112930,ENSDART00000112930.4,1,protein_coding
ENSDARG00000079651,ENSDARG00000079651.5,ENSDART00000152240,ENSDART00000152240.2,1,protein_coding
ENSDARG00000005210,ENSDARG00000005210.12,ENSDART00000011645,ENSDART00000011645.11,1,protein_coding
ENSDARG00000026236,ENSDARG00000026236.9,ENSDART00000136402,ENSDART00000136402.3,1,protein_coding
ENSDARG00000008454,ENSDARG00000008454.11,ENSDART00000098904,ENSDART00000098904.4,1,protein_coding
ENSDARG00000077656,ENSDARG00000077656.6,ENSDART00000189722,ENSDART00000189722.1,1,protein_coding
ENSDARG00000094041,ENSDARG00000094041.5,ENSDART00000105004,ENSDART00000105004.7,1,protein_coding
ENSDARG00000076283,ENSDARG00000076283.4,ENSDART00000114294,ENSDART00000114294.2,1,protein_coding
ENSDARG00000058724,ENSDARG00000058724.6,ENSDART00000081653,ENSDART00000081653.5,1,protein_coding
ENSDARG00000017910,ENSDARG00000017910.8,ENSDART00000040865,ENSDART00000040865.6,1,protein_coding
ENSDARG00000028943,ENSDARG00000028943.9,ENSDART00000124843,ENSDART00000124843.4,1,protein_coding
ENSDARG00000074662,ENSDARG00000074662.5,ENSDART00000147317,ENSDART00000147317.2,1,protein_coding
ENSDARG00000077962,ENSDARG00000077962.5,ENSDART00000109816,ENSDART00000109816.4,1,protein_coding
ENSDARG00000002731,ENSDARG00000002731.9,ENSDART00000141437,ENSDART00000141437.3,1,protein_coding
ENSDARG00000076094,ENSDARG00000076094.5,ENSDART00000155004,ENSDART00000155004.2,1,protein_coding
ENSDARG00000105827,ENSDARG00000105827.2,ENSDART00000062830,ENSDART00000062830.6,1,protein_coding
ENSDARG00000052045,ENSDARG00000052045.9,ENSDART00000134452,ENSDART00000134452.2,1,protein_coding
ENSDARG00000058229,ENSDARG00000058229.9,ENSDART00000076725,ENSDART00000076725.7,1,protein_coding
ENSDARG00000030307,ENSDARG00000030307.9,ENSDART00000087093,ENSDART00000087093.6,1,protein_coding
ENSDARG00000069329,ENSDARG00000069329.6,ENSDART00000133138,ENSDART00000133138.2,1,protein_coding
ENSDARG00000102443,ENSDARG00000102443.3,ENSDART00000174109,ENSDART00000174109.2,1,protein_coding
ENSDARG00000055903,ENSDARG00000055903.7,ENSDART00000078313,ENSDART00000078313.6,1,protein_coding
ENSDARG00000099046,ENSDARG00000099046.2,ENSDART00000161464,ENSDART00000161464.2,1,protein_coding
ENSDARG00000069752,ENSDARG00000069752.7,ENSDART00000170689,ENSDART00000170689.2,1,protein_coding
ENSDARG00000035290,ENSDARG00000035290.2,ENSDART00000051146,ENSDART00000051146.2,1,protein_coding
ENSDARG00000098986,ENSDARG00000098986.3,ENSDART00000161148,ENSDART00000161148.2,1,protein_coding
ENSDARG00000070833,ENSDARG00000070833.6,ENSDART00000143090,ENSDART00000143090.3,1,protein_coding
ENSDARG00000087996,ENSDARG00000087996.4,ENSDART00000131923,ENSDART00000131923.3,1,protein_coding
ENSDARG00000099642,ENSDARG00000099642.2,ENSDART00000163175,ENSDART00000163175.2,1,protein_coding
ENSDARG00000053559,ENSDARG00000053559.7,ENSDART00000075600,ENSDART00000075600.7,1,protein_coding
ENSDARG00000008480,ENSDARG00000008480.11,ENSDART00000003517,ENSDART00000003517.9,1,protein_coding
ENSDARG00000011727,ENSDARG00000011727.9,ENSDART00000015393,ENSDART00000015393.8,1,protein_coding
ENSDARG00000114532,ENSDARG00000114532.1,ENSDART00000169449,ENSDART00000169449.2,1,protein_coding
ENSDARG00000094973,ENSDARG00000094973.3,ENSDART00000132453,ENSDART00000132453.2,1,protein_coding
ENSDARG00000004774,ENSDARG00000004774.10,ENSDART00000014049,ENSDART00000014049.9,1,protein_coding
ENSDARG00000100258,ENSDARG00000100258.2,ENSDART00000172550,ENSDART00000172550.2,1,protein_coding
ENSDARG00000091584,ENSDARG00000091584.4,ENSDART00000187059,ENSDART00000187059.1,1,protein_coding
ENSDARG00000058996,ENSDARG00000058996.6,ENSDART00000166731,ENSDART00000166731.2,1,protein_coding
ENSDARG00000009087,ENSDARG00000009087.11,ENSDART00000026021,ENSDART00000026021.8,1,protein_coding
ENSDARG00000057060,ENSDARG00000057060.6,ENSDART00000079656,ENSDART00000079656.6,1,protein_coding
ENSDARG00000020956,ENSDARG00000020956.7,ENSDART00000024084,ENSDART00000024084.7,1,protein_coding
ENSDARG00000055389,ENSDARG00000055389.8,ENSDART00000130549,ENSDART00000130549.4,1,protein_coding
ENSDARG00000056722,ENSDARG00000056722.7,ENSDART00000079235,ENSDART00000079235.7,1,protein_coding
ENSDARG00000063180,ENSDARG00000063180.8,ENSDART00000092090,ENSDART00000092090.6,1,protein_coding
ENSDARG00000080000,ENSDARG00000080000.5,ENSDART00000184435,ENSDART00000184435.1,1,protein_coding
ENSDARG00000043130,ENSDARG00000043130.9,ENSDART00000123104,ENSDART00000123104.4,1,protein_coding
ENSDARG00000039400,ENSDARG00000039400.9,ENSDART00000128246,ENSDART00000128246.4,1,protein_coding
ENSDARG00000041372,ENSDARG00000041372.6,ENSDART00000074840,ENSDART00000074840.5,1,protein_coding
ENSDARG00000041454,ENSDARG00000041454.6,ENSDART00000060773,ENSDART00000060773.6,1,protein_coding
ENSDARG00000101088,ENSDARG00000101088.2,ENSDART00000168065,ENSDART00000168065.2,1,protein_coding
ENSDARG00000098766,ENSDARG00000098766.3,ENSDART00000168379,ENSDART00000168379.2,1,protein_coding
ENSDARG00000103575,ENSDARG00000103575.2,ENSDART00000169925,ENSDART00000169925.2,1,protein_coding
ENSDARG00000101646,ENSDARG00000101646.2,ENSDART00000168468,ENSDART00000168468.2,1,protein_coding
ENSDARG00000041828,ENSDARG00000041828.7,ENSDART00000061301,ENSDART00000061301.6,1,protein_coding
ENSDARG00000096252,ENSDARG00000096252.2,ENSDART00000151095,ENSDART00000151095.2,1,protein_coding
ENSDARG00000036036,ENSDARG00000036036.8,ENSDART00000052318,ENSDART00000052318.7,1,protein_coding
ENSDARG00000053542,ENSDARG00000053542.5,ENSDART00000075584,ENSDART00000075584.5,1,protein_coding
ENSDARG00000022280,ENSDARG00000022280.12,ENSDART00000035967,ENSDART00000035967.8,1,protein_coding
ENSDARG00000086412,ENSDARG00000086412.3,ENSDART00000127079,ENSDART00000127079.3,1,protein_coding
ENSDARG00000061590,ENSDARG00000061590.8,ENSDART00000087964,ENSDART00000087964.7,1,protein_coding
ENSDARG00000030614,ENSDARG00000030614.8,ENSDART00000169764,ENSDART00000169764.2,1,protein_coding
ENSDARG00000031757,ENSDARG00000031757.9,ENSDART00000041054,ENSDART00000041054.9,1,protein_coding
ENSDARG00000054259,ENSDARG00000054259.6,ENSDART00000076399,ENSDART00000076399.5,1,protein_coding
ENSDARG00000078645,ENSDARG00000078645.5,ENSDART00000114677,ENSDART00000114677.4,1,protein_coding
ENSDARG00000097776,ENSDARG00000097776.2,ENSDART00000154110,ENSDART00000154110.2,1,protein_coding
ENSDARG00000028017,ENSDARG00000028017.9,ENSDART00000038294,ENSDART00000038294.9,1,protein_coding
ENSDARG00000069823,ENSDARG00000069823.5,ENSDART00000101918,ENSDART00000101918.5,1,protein_coding
ENSDARG00000086268,ENSDARG00000086268.2,ENSDART00000126495,ENSDART00000126495.2,1,protein_coding
ENSDARG00000070850,ENSDARG00000070850.7,ENSDART00000134839,ENSDART00000134839.3,1,protein_coding
ENSDARG00000007323,ENSDARG00000007323.8,ENSDART00000015193,ENSDART00000015193.7,1,protein_coding
ENSDARG00000057239,ENSDARG00000057239.7,ENSDART00000079832,ENSDART00000079832.6,1,protein_coding
ENSDARG00000019507,ENSDARG00000019507.9,ENSDART00000024316,ENSDART00000024316.9,1,protein_coding
ENSDARG00000059951,ENSDARG00000059951.5,ENSDART00000083946,ENSDART00000083946.5,1,protein_coding
ENSDARG00000074779,ENSDARG00000074779.5,ENSDART00000109126,ENSDART00000109126.4,1,protein_coding
ENSDARG00000089000,ENSDARG00000089000.3,ENSDART00000123744,ENSDART00000123744.3,1,protein_coding
ENSDARG00000062244,ENSDARG00000062244.6,ENSDART00000137672,ENSDART00000137672.3,1,protein_coding
ENSDARG00000093367,ENSDARG00000093367.2,ENSDART00000138150,ENSDART00000138150.2,1,protein_coding
ENSDARG00000074023,ENSDARG00000074023.4,ENSDART00000064860,ENSDART00000064860.7,1,protein_coding
ENSDARG00000039354,ENSDARG00000039354.5,ENSDART00000057513,ENSDART00000057513.5,1,protein_coding
ENSDARG00000015072,ENSDARG00000015072.6,ENSDART00000010786,ENSDART00000010786.6,1,protein_coding
ENSDARG00000074381,ENSDARG00000074381.6,ENSDART00000142944,ENSDART00000142944.2,1,protein_coding
ENSDARG00000042643,ENSDARG00000042643.5,ENSDART00000062555,ENSDART00000062555.5,1,protein_coding
ENSDARG00000022938,ENSDARG00000022938.9,ENSDART00000007567,ENSDART00000007567.8,1,protein_coding
ENSDARG00000055132,ENSDARG00000055132.8,ENSDART00000100685,ENSDART00000100685.5,1,protein_coding
ENSDARG00000100815,ENSDARG00000100815.2,ENSDART00000153818,ENSDART00000153818.3,1,protein_coding
ENSDARG00000051879,ENSDARG00000051879.7,ENSDART00000149455,ENSDART00000149455.3,1,protein_coding
ENSDARG00000028327,ENSDARG00000028327.10,ENSDART00000030211,ENSDART00000030211.9,1,protein_coding
ENSDARG00000098825,ENSDARG00000098825.2,ENSDART00000164767,ENSDART00000164767.2,1,protein_coding
ENSDARG00000075149,ENSDARG00000075149.5,ENSDART00000126129,ENSDART00000126129.3,1,protein_coding
ENSDARG00000112170,ENSDARG00000112170.1,ENSDART00000184723,ENSDART00000184723.1,1,protein_coding
ENSDARG00000094504,ENSDARG00000094504.5,ENSDART00000138954,ENSDART00000138954.3,1,protein_coding
ENSDARG00000090592,ENSDARG00000090592.4,ENSDART00000134704,ENSDART00000134704.2,1,protein_coding
ENSDARG00000101669,ENSDARG00000101669.2,ENSDART00000172322,ENSDART00000172322.2,1,protein_coding
ENSDARG00000071090,ENSDARG00000071090.6,ENSDART00000138911,ENSDART00000138911.3,1,protein_coding
ENSDARG00000097766,ENSDARG00000097766.3,ENSDART00000156589,ENSDART00000156589.3,1,protein_coding
ENSDARG00000006553,ENSDARG00000006553.11,ENSDART00000025496,ENSDART00000025496.10,1,protein_coding
ENSDARG00000031907,ENSDARG00000031907.9,ENSDART00000039822,ENSDART00000039822.9,1,protein_coding
ENSDARG00000098164,ENSDARG00000098164.3,ENSDART00000168448,ENSDART00000168448.3,1,protein_coding
ENSDARG00000020448,ENSDARG00000020448.10,ENSDART00000025229,ENSDART00000025229.8,1,protein_coding
ENSDARG00000058990,ENSDARG00000058990.7,ENSDART00000131215,ENSDART00000131215.2,1,protein_coding
ENSDARG00000111108,ENSDARG00000111108.1,ENSDART00000137790,ENSDART00000137790.2,1,protein_coding
ENSDARG00000008931,ENSDARG00000008931.10,ENSDART00000139567,ENSDART00000139567.2,1,protein_coding
ENSDARG00000112750,ENSDARG00000112750.1,ENSDART00000167568,ENSDART00000167568.2,1,protein_coding
ENSDARG00000056784,ENSDARG00000056784.6,ENSDART00000133250,ENSDART00000133250.3,1,protein_coding
ENSDARG00000007195,ENSDARG00000007195.11,ENSDART00000163330,ENSDART00000163330.2,1,protein_coding
ENSDARG00000094801,ENSDARG00000094801.2,ENSDART00000138408,ENSDART00000138408.2,1,protein_coding
ENSDARG00000095179,ENSDARG00000095179.2,ENSDART00000144500,ENSDART00000144500.2,1,protein_coding
ENSDARG00000092890,ENSDARG00000092890.2,ENSDART00000147073,ENSDART00000147073.2,1,protein_coding
ENSDARG00000117173,ENSDARG00000117173.1,ENSDART00000140132,ENSDART00000140132.2,1,protein_coding
ENSDARG00000061747,ENSDARG00000061747.7,ENSDART00000088441,ENSDART00000088441.7,1,protein_coding
ENSDARG00000090628,ENSDARG00000090628.4,ENSDART00000154792,ENSDART00000154792.2,1,protein_coding
ENSDARG00000094556,ENSDARG00000094556.2,ENSDART00000140157,ENSDART00000140157.2,1,protein_coding
ENSDARG00000052923,ENSDARG00000052923.8,ENSDART00000134347,ENSDART00000134347.4,1,protein_coding
ENSDARG00000036295,ENSDARG00000036295.9,ENSDART00000089603,ENSDART00000089603.7,1,protein_coding
ENSDARG00000017500,ENSDARG00000017500.12,ENSDART00000133882,ENSDART00000133882.3,1,protein_coding
ENSDARG00000116668,ENSDARG00000116668.1,ENSDART00000132026,ENSDART00000132026.2,1,protein_coding
ENSDARG00000097093,ENSDARG00000097093.2,ENSDART00000154877,ENSDART00000154877.2,1,protein_coding
ENSDARG00000098529,ENSDARG00000098529.2,ENSDART00000169412,ENSDART00000169412.2,1,protein_coding
ENSDARG00000103747,ENSDARG00000103747.2,ENSDART00000170841,ENSDART00000170841.2,1,protein_coding
ENSDARG00000068232,ENSDARG00000068232.6,ENSDART00000143433,ENSDART00000143433.2,1,protein_coding
ENSDARG00000089333,ENSDARG00000089333.4,ENSDART00000140148,ENSDART00000140148.2,1,protein_coding
ENSDARG00000046090,ENSDARG00000046090.8,ENSDART00000140537,ENSDART00000140537.2,1,protein_coding
ENSDARG00000069566,ENSDARG00000069566.6,ENSDART00000131882,ENSDART00000131882.2,1,protein_coding
ENSDARG00000000830,ENSDARG00000000830.9,ENSDART00000131975,ENSDART00000131975.3,1,protein_coding
ENSDARG00000053544,ENSDARG00000053544.7,ENSDART00000155313,ENSDART00000155313.2,1,protein_coding
ENSDARG00000012694,ENSDARG00000012694.9,ENSDART00000052688,ENSDART00000052688.7,1,protein_coding
ENSDARG00000113769,ENSDARG00000113769.1,ENSDART00000168788,ENSDART00000168788.2,1,protein_coding
ENSDARG00000020311,ENSDARG00000020311.11,ENSDART00000022684,ENSDART00000022684.9,1,protein_coding
ENSDARG00000033440,ENSDARG00000033440.10,ENSDART00000140096,ENSDART00000140096.3,1,protein_coding
ENSDARG00000014098,ENSDARG00000014098.8,ENSDART00000020412,ENSDART00000020412.8,1,protein_coding
ENSDARG00000058865,ENSDARG00000058865.5,ENSDART00000081819,ENSDART00000081819.5,1,protein_coding
ENSDARG00000103746,ENSDARG00000103746.2,ENSDART00000193989,ENSDART00000193989.1,1,protein_coding
ENSDARG00000058733,ENSDARG00000058733.6,ENSDART00000081660,ENSDART00000081660.6,1,protein_coding
ENSDARG00000101869,ENSDARG00000101869.2,ENSDART00000168052,ENSDART00000168052.2,1,protein_coding
ENSDARG00000071183,ENSDARG00000071183.6,ENSDART00000151549,ENSDART00000151549.2,1,protein_coding
ENSDARG00000053114,ENSDARG00000053114.6,ENSDART00000146083,ENSDART00000146083.2,1,protein_coding
ENSDARG00000103119,ENSDARG00000103119.2,ENSDART00000157504,ENSDART00000157504.2,1,protein_coding
ENSDARG00000058964,ENSDARG00000058964.6,ENSDART00000081941,ENSDART00000081941.5,1,protein_coding
ENSDARG00000056559,ENSDARG00000056559.7,ENSDART00000079065,ENSDART00000079065.7,1,protein_coding
ENSDARG00000039406,ENSDARG00000039406.9,ENSDART00000101633,ENSDART00000101633.5,1,protein_coding
ENSDARG00000034600,ENSDARG00000034600.5,ENSDART00000047624,ENSDART00000047624.5,1,protein_coding
ENSDARG00000041991,ENSDARG00000041991.7,ENSDART00000189782,ENSDART00000189782.1,1,protein_coding
ENSDARG00000058147,ENSDARG00000058147.8,ENSDART00000080963,ENSDART00000080963.6,1,protein_coding
ENSDARG00000018441,ENSDARG00000018441.11,ENSDART00000004462,ENSDART00000004462.10,1,protein_coding
ENSDARG00000016404,ENSDARG00000016404.11,ENSDART00000007640,ENSDART00000007640.10,1,protein_coding
ENSDARG00000102034,ENSDARG00000102034.2,ENSDART00000037303,ENSDART00000037303.6,1,protein_coding
ENSDARG00000095011,ENSDARG00000095011.3,ENSDART00000135481,ENSDART00000135481.2,1,protein_coding
ENSDARG00000099353,ENSDARG00000099353.2,ENSDART00000170343,ENSDART00000170343.2,1,protein_coding
ENSDARG00000095859,ENSDARG00000095859.2,ENSDART00000149372,ENSDART00000149372.2,1,protein_coding
ENSDARG00000034222,ENSDARG00000034222.6,ENSDART00000043666,ENSDART00000043666.6,1,protein_coding
ENSDARG00000006235,ENSDARG00000006235.11,ENSDART00000003418,ENSDART00000003418.10,1,protein_coding
ENSDARG00000101823,ENSDARG00000101823.2,ENSDART00000160166,ENSDART00000160166.2,1,protein_coding
ENSDARG00000004870,ENSDARG00000004870.12,ENSDART00000166687,ENSDART00000166687.3,1,protein_coding
ENSDARG00000025397,ENSDARG00000025397.10,ENSDART00000028217,ENSDART00000028217.8,1,protein_coding
ENSDARG00000096949,ENSDARG00000096949.2,ENSDART00000154347,ENSDART00000154347.2,1,protein_coding
ENSDARG00000104188,ENSDARG00000104188.2,ENSDART00000162789,ENSDART00000162789.2,1,protein_coding
ENSDARG00000078625,ENSDARG00000078625.4,ENSDART00000108697,ENSDART00000108697.4,1,protein_coding
ENSDARG00000054906,ENSDARG00000054906.5,ENSDART00000077189,ENSDART00000077189.5,1,protein_coding
ENSDARG00000006151,ENSDARG00000006151.12,ENSDART00000006412,ENSDART00000006412.11,1,protein_coding
ENSDARG00000076174,ENSDARG00000076174.5,ENSDART00000113551,ENSDART00000113551.4,1,protein_coding
ENSDARG00000042752,ENSDARG00000042752.8,ENSDART00000137140,ENSDART00000137140.3,1,protein_coding
ENSDARG00000053896,ENSDARG00000053896.6,ENSDART00000104009,ENSDART00000104009.4,1,protein_coding
ENSDARG00000010154,ENSDARG00000010154.10,ENSDART00000057469,ENSDART00000057469.6,1,protein_coding
ENSDARG00000078707,ENSDARG00000078707.6,ENSDART00000127274,ENSDART00000127274.4,1,protein_coding
ENSDARG00000040123,ENSDARG00000040123.11,ENSDART00000058685,ENSDART00000058685.7,1,protein_coding
ENSDARG00000101422,ENSDARG00000101422.2,ENSDART00000170329,ENSDART00000170329.2,1,protein_coding
ENSDARG00000016093,ENSDARG00000016093.12,ENSDART00000140786,ENSDART00000140786.3,1,protein_coding
ENSDARG00000063255,ENSDARG00000063255.8,ENSDART00000092250,ENSDART00000092250.7,1,protein_coding
ENSDARG00000054755,ENSDARG00000054755.7,ENSDART00000077008,ENSDART00000077008.7,1,protein_coding
ENSDARG00000104836,ENSDARG00000104836.4,ENSDART00000166724,ENSDART00000166724.3,1,protein_coding
ENSDARG00000036159,ENSDARG00000036159.7,ENSDART00000052509,ENSDART00000052509.7,1,protein_coding
ENSDARG00000078785,ENSDARG00000078785.4,ENSDART00000043172,ENSDART00000043172.8,1,protein_coding
ENSDARG00000023537,ENSDARG00000023537.9,ENSDART00000028787,ENSDART00000028787.9,1,protein_coding
ENSDARG00000067605,ENSDARG00000067605.4,ENSDART00000097338,ENSDART00000097338.4,1,protein_coding
ENSDARG00000045639,ENSDARG00000045639.8,ENSDART00000134787,ENSDART00000134787.3,1,protein_coding
ENSDARG00000006782,ENSDARG00000006782.11,ENSDART00000024309,ENSDART00000024309.10,1,protein_coding
ENSDARG00000094214,ENSDARG00000094214.3,ENSDART00000168808,ENSDART00000168808.2,1,protein_coding
ENSDARG00000063054,ENSDARG00000063054.8,ENSDART00000145613,ENSDART00000145613.3,1,protein_coding
ENSDARG00000069208,ENSDARG00000069208.7,ENSDART00000100532,ENSDART00000100532.6,1,protein_coding
ENSDARG00000038909,ENSDARG00000038909.6,ENSDART00000056801,ENSDART00000056801.6,1,protein_coding
ENSDARG00000102636,ENSDARG00000102636.2,ENSDART00000172045,ENSDART00000172045.2,1,protein_coding
ENSDARG00000112016,ENSDARG00000112016.1,ENSDART00000060799,ENSDART00000060799.4,1,protein_coding
ENSDARG00000069441,ENSDARG00000069441.7,ENSDART00000156491,ENSDART00000156491.3,1,protein_coding
ENSDARG00000019572,ENSDARG00000019572.12,ENSDART00000166065,ENSDART00000166065.3,1,protein_coding
ENSDARG00000069206,ENSDARG00000069206.3,ENSDART00000074482,ENSDART00000074482.4,1,protein_coding
ENSDARG00000061692,ENSDARG00000061692.4,ENSDART00000088270,ENSDART00000088270.4,1,protein_coding
ENSDARG00000099069,ENSDARG00000099069.2,ENSDART00000158355,ENSDART00000158355.2,1,protein_coding
ENSDARG00000098965,ENSDARG00000098965.2,ENSDART00000168072,ENSDART00000168072.2,1,protein_coding
ENSDARG00000069378,ENSDARG00000069378.4,ENSDART00000100904,ENSDART00000100904.4,1,protein_coding
ENSDARG00000056780,ENSDARG00000056780.7,ENSDART00000153643,ENSDART00000153643.3,1,protein_coding
ENSDARG00000115277,ENSDARG00000115277.1,ENSDART00000111317,ENSDART00000111317.4,1,protein_coding
ENSDARG00000038668,ENSDARG00000038668.8,ENSDART00000056460,ENSDART00000056460.7,1,protein_coding
ENSDARG00000060510,ENSDARG00000060510.8,ENSDART00000149254,ENSDART00000149254.3,1,protein_coding
ENSDARG00000055216,ENSDARG00000055216.6,ENSDART00000077539,ENSDART00000077539.6,1,protein_coding
ENSDARG00000021193,ENSDARG00000021193.10,ENSDART00000191957,ENSDART00000191957.1,1,protein_coding
ENSDARG00000074390,ENSDARG00000074390.6,ENSDART00000135364,ENSDART00000135364.3,1,protein_coding
ENSDARG00000037559,ENSDARG00000037559.7,ENSDART00000054691,ENSDART00000054691.6,1,protein_coding
ENSDARG00000069213,ENSDARG00000069213.6,ENSDART00000137439,ENSDART00000137439.2,1,protein_coding
ENSDARG00000038784,ENSDARG00000038784.6,ENSDART00000056639,ENSDART00000056639.6,1,protein_coding
ENSDARG00000070394,ENSDARG00000070394.6,ENSDART00000103240,ENSDART00000103240.5,1,protein_coding
ENSDARG00000042641,ENSDARG00000042641.5,ENSDART00000062551,ENSDART00000062551.5,1,protein_coding
ENSDARG00000039577,ENSDARG00000039577.9,ENSDART00000057819,ENSDART00000057819.8,1,protein_coding
ENSDARG00000113793,ENSDARG00000113793.1,ENSDART00000140951,ENSDART00000140951.2,1,protein_coding
ENSDARG00000013063,ENSDARG00000013063.11,ENSDART00000013434,ENSDART00000013434.11,1,protein_coding
ENSDARG00000019250,ENSDARG00000019250.6,ENSDART00000018107,ENSDART00000018107.6,1,protein_coding
ENSDARG00000089131,ENSDARG00000089131.4,ENSDART00000154857,ENSDART00000154857.2,1,protein_coding
ENSDARG00000011701,ENSDARG00000011701.9,ENSDART00000144226,ENSDART00000144226.2,1,protein_coding
ENSDARG00000086390,ENSDARG00000086390.3,ENSDART00000121451,ENSDART00000121451.3,1,protein_coding
ENSDARG00000009735,ENSDARG00000009735.10,ENSDART00000056277,ENSDART00000056277.6,1,protein_coding
ENSDARG00000104018,ENSDARG00000104018.2,ENSDART00000172320,ENSDART00000172320.2,1,protein_coding
ENSDARG00000070801,ENSDARG00000070801.4,ENSDART00000104256,ENSDART00000104256.4,1,protein_coding
ENSDARG00000079104,ENSDARG00000079104.4,ENSDART00000114969,ENSDART00000114969.3,1,protein_coding
ENSDARG00000091222,ENSDARG00000091222.4,ENSDART00000154243,ENSDART00000154243.3,1,protein_coding
ENSDARG00000110650,ENSDARG00000110650.1,ENSDART00000100520,ENSDART00000100520.2,1,protein_coding
ENSDARG00000014626,ENSDARG00000014626.7,ENSDART00000017191,ENSDART00000017191.7,1,protein_coding
ENSDARG00000019709,ENSDARG00000019709.9,ENSDART00000046360,ENSDART00000046360.7,1,protein_coding
ENSDARG00000010244,ENSDARG00000010244.12,ENSDART00000079984,ENSDART00000079984.7,1,protein_coding
ENSDARG00000098209,ENSDARG00000098209.2,ENSDART00000169730,ENSDART00000169730.2,1,protein_coding
ENSDARG00000045658,ENSDARG00000045658.6,ENSDART00000140002,ENSDART00000140002.3,1,protein_coding
ENSDARG00000069214,ENSDARG00000069214.5,ENSDART00000100544,ENSDART00000100544.3,1,protein_coding
ENSDARG00000070681,ENSDARG00000070681.4,ENSDART00000104029,ENSDART00000104029.4,1,protein_coding
ENSDARG00000091783,ENSDARG00000091783.4,ENSDART00000153945,ENSDART00000153945.3,1,protein_coding
ENSDARG00000043818,ENSDARG00000043818.9,ENSDART00000016099,ENSDART00000016099.9,1,protein_coding
ENSDARG00000091801,ENSDARG00000091801.5,ENSDART00000148894,ENSDART00000148894.2,1,protein_coding
ENSDARG00000035797,ENSDARG00000035797.6,ENSDART00000051948,ENSDART00000051948.5,1,protein_coding
ENSDARG00000086692,ENSDARG00000086692.3,ENSDART00000125636,ENSDART00000125636.3,1,protein_coding
ENSDARG00000053155,ENSDARG00000053155.7,ENSDART00000075146,ENSDART00000075146.6,1,protein_coding
ENSDARG00000043307,ENSDARG00000043307.7,ENSDART00000063578,ENSDART00000063578.7,1,protein_coding
ENSDARG00000071879,ENSDARG00000071879.5,ENSDART00000106671,ENSDART00000106671.5,1,protein_coding
ENSDARG00000110606,ENSDARG00000110606.1,ENSDART00000170071,ENSDART00000170071.2,1,protein_coding
ENSDARG00000112794,ENSDARG00000112794.1,ENSDART00000100523,ENSDART00000100523.5,1,protein_coding
ENSDARG00000006044,ENSDARG00000006044.8,ENSDART00000007735,ENSDART00000007735.7,1,protein_coding
ENSDARG00000113660,ENSDARG00000113660.1,ENSDART00000160043,ENSDART00000160043.2,1,protein_coding
ENSDARG00000088332,ENSDARG00000088332.4,ENSDART00000124363,ENSDART00000124363.4,1,protein_coding
ENSDARG00000103697,ENSDARG00000103697.3,ENSDART00000158162,ENSDART00000158162.2,1,protein_coding
ENSDARG00000071872,ENSDARG00000071872.5,ENSDART00000106658,ENSDART00000106658.5,1,protein_coding
ENSDARG00000078676,ENSDARG00000078676.6,ENSDART00000157117,ENSDART00000157117.2,1,protein_coding
ENSDARG00000037484,ENSDARG00000037484.6,ENSDART00000054575,ENSDART00000054575.6,1,protein_coding
ENSDARG00000027129,ENSDARG00000027129.8,ENSDART00000140988,ENSDART00000140988.3,1,protein_coding
ENSDARG00000033760,ENSDARG00000033760.8,ENSDART00000046268,ENSDART00000046268.7,1,protein_coding
ENSDARG00000102856,ENSDARG00000102856.2,ENSDART00000161188,ENSDART00000161188.2,1,protein_coding
ENSDARG00000015905,ENSDARG00000015905.10,ENSDART00000137705,ENSDART00000137705.3,1,protein_coding
ENSDARG00000022466,ENSDARG00000022466.10,ENSDART00000148502,ENSDART00000148502.4,1,protein_coding
ENSDARG00000114124,ENSDARG00000114124.1,ENSDART00000138095,ENSDART00000138095.3,1,protein_coding
ENSDARG00000090607,ENSDARG00000090607.3,ENSDART00000124093,ENSDART00000124093.3,1,protein_coding
ENSDARG00000105793,ENSDARG00000105793.2,ENSDART00000132148,ENSDART00000132148.3,1,protein_coding
